,query,value,query_type,state,date
19736,oppenheimer movie,25,top,PA,2023-07-19 2023-07-20
19737,movies,24,top,PA,2023-07-19 2023-07-20
19738,the barbie movie,17,top,PA,2023-07-19 2023-07-20
19739,freedom movie,12,top,PA,2023-07-19 2023-07-20
19740,barbie movie 2023,12,top,PA,2023-07-19 2023-07-20
19741,movie tavern,11,top,PA,2023-07-19 2023-07-20
19742,sound of freedom movie,9,top,PA,2023-07-19 2023-07-20
19743,barbie movies,4,top,PA,2023-07-19 2023-07-20
19744,movie theaters near me,4,top,PA,2023-07-19 2023-07-20
19745,mario movie,3,top,PA,2023-07-19 2023-07-20
19746,movie theater near me,3,top,PA,2023-07-19 2023-07-20
19747,barbie movie release date,3,top,PA,2023-07-19 2023-07-20
19748,barbie movie margot robbie,2,top,PA,2023-07-19 2023-07-20
19749,super mario movie,2,top,PA,2023-07-19 2023-07-20
19750,the flash movie,2,top,PA,2023-07-19 2023-07-20
19751,movie tavern collegeville,2,top,PA,2023-07-19 2023-07-20
19752,barbie movie tickets,2,top,PA,2023-07-19 2023-07-20
19753,margot robbie,2,top,PA,2023-07-19 2023-07-20
19754,when does the barbie movie come out,2,top,PA,2023-07-19 2023-07-20
19755,oppenheimer showtimes,2,top,PA,2023-07-19 2023-07-20
19756,movie tavern trexlertown,2,top,PA,2023-07-19 2023-07-20
19757,barbie showtimes,2,top,PA,2023-07-19 2023-07-20
19758,oppenheimer showtimes,42650,rising,PA,2023-07-19 2023-07-20
19759,borderlands movie,32550,rising,PA,2023-07-19 2023-07-20
19760,bridgeville movie theater,17750,rising,PA,2023-07-19 2023-07-20
19761,barbie movie tickets,300,rising,PA,2023-07-19 2023-07-20
19762,barbie movie reviews,160,rising,PA,2023-07-19 2023-07-20
19763,barbie movies,150,rising,PA,2023-07-19 2023-07-20
19764,fnaf movie,140,rising,PA,2023-07-19 2023-07-20
19765,titanic movie,130,rising,PA,2023-07-19 2023-07-20
19766,oppenheimer release date,100,rising,PA,2023-07-19 2023-07-20
19767,barbie movie 2023,80,rising,PA,2023-07-19 2023-07-20
19768,super mario movie,80,rising,PA,2023-07-19 2023-07-20
19769,taken movie,80,rising,PA,2023-07-19 2023-07-20
19770,movie tavern collegeville,80,rising,PA,2023-07-19 2023-07-20
19771,barbie movie,70,rising,PA,2023-07-19 2023-07-20
19772,the barbie movie,70,rising,PA,2023-07-19 2023-07-20
19773,margot robbie,70,rising,PA,2023-07-19 2023-07-20
19774,when does the barbie movie come out,70,rising,PA,2023-07-19 2023-07-20
19775,movie tavern trexlertown,60,rising,PA,2023-07-19 2023-07-20
19776,oppenheimer,50,rising,PA,2023-07-19 2023-07-20
19777,how long is the barbie movie,50,rising,PA,2023-07-19 2023-07-20
19778,barbie movie trailer,50,rising,PA,2023-07-19 2023-07-20
19779,oppenheimer movie,40,rising,PA,2023-07-19 2023-07-20
19780,movie 43,40,rising,PA,2023-07-19 2023-07-20
19781,barbie movie,100,top,RI,2023-07-19 2023-07-20
19782,movie theater,34,top,RI,2023-07-19 2023-07-20
19783,oppenheimer movie,20,top,RI,2023-07-19 2023-07-20
19784,oppenheimer,19,top,RI,2023-07-19 2023-07-20
19785,barbie movie 2023,9,top,RI,2023-07-19 2023-07-20
19786,movie theater,60,rising,RI,2023-07-19 2023-07-20
19787,barbie,100,top,SC,2023-07-19 2023-07-20
19788,barbie movie,99,top,SC,2023-07-19 2023-07-20
19789,oppenheimer movie,21,top,SC,2023-07-19 2023-07-20
19790,freedom movie,13,top,SC,2023-07-19 2023-07-20
19791,barbie movie 2023,12,top,SC,2023-07-19 2023-07-20
19792,sound of freedom movie,12,top,SC,2023-07-19 2023-07-20
19793,movie theater near me,7,top,SC,2023-07-19 2023-07-20
19794,elemental movie,4,top,SC,2023-07-19 2023-07-20
19795,movie theaters near me,4,top,SC,2023-07-19 2023-07-20
19796,margot robbie,3,top,SC,2023-07-19 2023-07-20
19797,my fault movie,3,top,SC,2023-07-19 2023-07-20
19798,mario movie,2,top,SC,2023-07-19 2023-07-20
19799,65 movie,2,top,SC,2023-07-19 2023-07-20
19800,gran turismo movie,2,top,SC,2023-07-19 2023-07-20
19801,wildflower movie,2,top,SC,2023-07-19 2023-07-20
19802,barbie movie cast,1,top,SC,2023-07-19 2023-07-20
19803,gran turismo movie,35800,rising,SC,2023-07-19 2023-07-20
19804,my fault movie,70,rising,SC,2023-07-19 2023-07-20
19805,barbie,70,rising,SC,2023-07-19 2023-07-20
19806,movie theaters near me,70,rising,SC,2023-07-19 2023-07-20
19807,elemental movie,70,rising,SC,2023-07-19 2023-07-20
19808,barbie movie,60,rising,SC,2023-07-19 2023-07-20
19809,barbie movie,100,top,SD,2023-07-19 2023-07-20
19810,barbie movie,250,rising,SD,2023-07-19 2023-07-20
19811,barbie movie,100,top,TN,2023-07-19 2023-07-20
19812,movie theater,35,top,TN,2023-07-19 2023-07-20
19813,oppenheimer movie,25,top,TN,2023-07-19 2023-07-20
19814,oppenheimer,23,top,TN,2023-07-19 2023-07-20
19815,the barbie movie,18,top,TN,2023-07-19 2023-07-20
19816,freedom movie,17,top,TN,2023-07-19 2023-07-20
19817,sound of freedom,13,top,TN,2023-07-19 2023-07-20
19818,sound of freedom movie,13,top,TN,2023-07-19 2023-07-20
19819,barbie movie 2023,9,top,TN,2023-07-19 2023-07-20
19820,mario movie,8,top,TN,2023-07-19 2023-07-20
19821,movie theaters near me,6,top,TN,2023-07-19 2023-07-20
19822,margot robbie,4,top,TN,2023-07-19 2023-07-20
19823,movie theater near me,4,top,TN,2023-07-19 2023-07-20
19824,barbie movie margot robbie,4,top,TN,2023-07-19 2023-07-20
19825,barbie movie release date,3,top,TN,2023-07-19 2023-07-20
19826,when does the barbie movie come out,3,top,TN,2023-07-19 2023-07-20
19827,insidious,3,top,TN,2023-07-19 2023-07-20
19828,elemental movie,2,top,TN,2023-07-19 2023-07-20
19829,drive in movie theater,2,top,TN,2023-07-19 2023-07-20
19830,movies near me,1,top,TN,2023-07-19 2023-07-20
19831,athens movie palace,1,top,TN,2023-07-19 2023-07-20
19832,migration movie,1,top,TN,2023-07-19 2023-07-20
19833,warrior movie,1,top,TN,2023-07-19 2023-07-20
19834,nefarious movie,1,top,TN,2023-07-19 2023-07-20
19835,napoleon movie,1,top,TN,2023-07-19 2023-07-20
19836,when does the barbie movie come out,68950,rising,TN,2023-07-19 2023-07-20
19837,nefarious movie,20800,rising,TN,2023-07-19 2023-07-20
19838,napoleon movie,19400,rising,TN,2023-07-19 2023-07-20
19839,movie theater near me,400,rising,TN,2023-07-19 2023-07-20
19840,barbie movie margot robbie,120,rising,TN,2023-07-19 2023-07-20
19841,oppenheimer,100,rising,TN,2023-07-19 2023-07-20
19842,oppenheimer movie,90,rising,TN,2023-07-19 2023-07-20
19843,movie theaters near me,90,rising,TN,2023-07-19 2023-07-20
19844,drive in movie theater,90,rising,TN,2023-07-19 2023-07-20
19845,barbie movie,70,rising,TN,2023-07-19 2023-07-20
19846,insidious,60,rising,TN,2023-07-19 2023-07-20
19847,the barbie movie,50,rising,TN,2023-07-19 2023-07-20
19848,barbie movie,100,top,TX,2023-07-19 2023-07-20
19849,movie theater,24,top,TX,2023-07-19 2023-07-20
19850,movies,23,top,TX,2023-07-19 2023-07-20
19851,oppenheimer movie,18,top,TX,2023-07-19 2023-07-20
19852,freedom,16,top,TX,2023-07-19 2023-07-20
19853,freedom movie,16,top,TX,2023-07-19 2023-07-20
19854,barbie the movie,15,top,TX,2023-07-19 2023-07-20
19855,sound of freedom movie,11,top,TX,2023-07-19 2023-07-20
19856,barbie movie 2023,11,top,TX,2023-07-19 2023-07-20
19857,movie showtimes,7,top,TX,2023-07-19 2023-07-20
19858,movie theater near me,6,top,TX,2023-07-19 2023-07-20
19859,studio movie grill,6,top,TX,2023-07-19 2023-07-20
19860,mario movie,5,top,TX,2023-07-19 2023-07-20
19861,barbie movie release date,4,top,TX,2023-07-19 2023-07-20
19862,scary movie,4,top,TX,2023-07-19 2023-07-20
19863,flash movie,4,top,TX,2023-07-19 2023-07-20
19864,movie theatre,3,top,TX,2023-07-19 2023-07-20
19865,barbie movie tickets,3,top,TX,2023-07-19 2023-07-20
19866,when does barbie movie come out,3,top,TX,2023-07-19 2023-07-20
19867,new barbie movie,3,top,TX,2023-07-19 2023-07-20
19868,barbie movies,3,top,TX,2023-07-19 2023-07-20
19869,the sound of freedom movie,3,top,TX,2023-07-19 2023-07-20
19870,the flash movie,3,top,TX,2023-07-19 2023-07-20
19871,movie theaters near me,2,top,TX,2023-07-19 2023-07-20
19872,barbie movie showtimes,2,top,TX,2023-07-19 2023-07-20
19873,taken movie,23450,rising,TX,2023-07-19 2023-07-20
19874,what space movie came out in 1992,10700,rising,TX,2023-07-19 2023-07-20
19875,cobweb movie,9650,rising,TX,2023-07-19 2023-07-20
19876,what is oppenheimer movie about,8400,rising,TX,2023-07-19 2023-07-20
19877,amc 30,7800,rising,TX,2023-07-19 2023-07-20
19878,migration movie,7600,rising,TX,2023-07-19 2023-07-20
19879,hypnotic movie,6900,rising,TX,2023-07-19 2023-07-20
19880,astroturfing a movie,6000,rising,TX,2023-07-19 2023-07-20
19881,escape room movie,5500,rising,TX,2023-07-19 2023-07-20
19882,tomb raider movie,4850,rising,TX,2023-07-19 2023-07-20
19883,uptown girl movie,4550,rising,TX,2023-07-19 2023-07-20
19884,unstoppable movie,4200,rising,TX,2023-07-19 2023-07-20
19885,life size movie,3200,rising,TX,2023-07-19 2023-07-20
19886,movie 43,450,rising,TX,2023-07-19 2023-07-20
19887,bratz movie,300,rising,TX,2023-07-19 2023-07-20
19888,fallout movie,300,rising,TX,2023-07-19 2023-07-20
19889,borderlands movie,250,rising,TX,2023-07-19 2023-07-20
19890,barbie movie length,250,rising,TX,2023-07-19 2023-07-20
19891,how long is barbie movie,200,rising,TX,2023-07-19 2023-07-20
19892,barbie movie outfits,190,rising,TX,2023-07-19 2023-07-20
19893,talk to me movie,170,rising,TX,2023-07-19 2023-07-20
19894,paulina movie,160,rising,TX,2023-07-19 2023-07-20
19895,barbie trailer,160,rising,TX,2023-07-19 2023-07-20
19896,clouds movie,150,rising,TX,2023-07-19 2023-07-20
19897,barbie movie rotten tomatoes,140,rising,TX,2023-07-19 2023-07-20
19898,barbie movie,100,top,UT,2023-07-19 2023-07-20
19899,oppenheimer,34,top,UT,2023-07-19 2023-07-20
19900,oppenheimer movie,33,top,UT,2023-07-19 2023-07-20
19901,sound of freedom movie,14,top,UT,2023-07-19 2023-07-20
19902,go west movie,9,top,UT,2023-07-19 2023-07-20
19903,barbie movie 2023,9,top,UT,2023-07-19 2023-07-20
19904,movie theaters near me,6,top,UT,2023-07-19 2023-07-20
19905,go west movie 2023,5,top,UT,2023-07-19 2023-07-20
19906,barbie showtimes,5,top,UT,2023-07-19 2023-07-20
19907,go west movie 2023,116500,rising,UT,2023-07-19 2023-07-20
19908,barbie showtimes,105700,rising,UT,2023-07-19 2023-07-20
19909,go west movie,500,rising,UT,2023-07-19 2023-07-20
19910,oppenheimer,190,rising,UT,2023-07-19 2023-07-20
19911,oppenheimer movie,160,rising,UT,2023-07-19 2023-07-20
19912,barbie movie 2023,110,rising,UT,2023-07-19 2023-07-20
19913,barbie movie,70,rising,UT,2023-07-19 2023-07-20
19914,barbie movie,100,top,VT,2023-07-19 2023-07-20
19915,oppenheimer movie,21,top,VT,2023-07-19 2023-07-20
19916,barbie movie 2023,13,top,VT,2023-07-19 2023-07-20
19917,barbie movie,2478500,rising,VT,2023-07-19 2023-07-20
19918,barbie movie 2023,332600,rising,VT,2023-07-19 2023-07-20
19919,barbie movie,100,top,VA,2023-07-19 2023-07-20
19920,movie theater,32,top,VA,2023-07-19 2023-07-20
19921,movies,28,top,VA,2023-07-19 2023-07-20
19922,oppenheimer movie,27,top,VA,2023-07-19 2023-07-20
19923,the barbie movie,17,top,VA,2023-07-19 2023-07-20
19924,freedom movie,13,top,VA,2023-07-19 2023-07-20
19925,barbie movie 2023,9,top,VA,2023-07-19 2023-07-20
19926,sound of freedom movie,9,top,VA,2023-07-19 2023-07-20
19927,movie theaters,9,top,VA,2023-07-19 2023-07-20
19928,barbie movie near me,4,top,VA,2023-07-19 2023-07-20
19929,barbie movie release date,4,top,VA,2023-07-19 2023-07-20
19930,when does barbie movie come out,4,top,VA,2023-07-19 2023-07-20
19931,movie theaters near me,3,top,VA,2023-07-19 2023-07-20
19932,the flash movie,3,top,VA,2023-07-19 2023-07-20
19933,movie theater near me,3,top,VA,2023-07-19 2023-07-20
19934,when does the barbie movie come out,3,top,VA,2023-07-19 2023-07-20
19935,how long is the barbie movie,3,top,VA,2023-07-19 2023-07-20
19936,barbie movie tickets,3,top,VA,2023-07-19 2023-07-20
19937,super mario movie,3,top,VA,2023-07-19 2023-07-20
19938,movie theatres near me,2,top,VA,2023-07-19 2023-07-20
19939,sounds of freedom movie,2,top,VA,2023-07-19 2023-07-20
19940,barbie movie reviews,2,top,VA,2023-07-19 2023-07-20
19941,elemental movie,2,top,VA,2023-07-19 2023-07-20
19942,wildflower movie,2,top,VA,2023-07-19 2023-07-20
19943,wicked movie,2,top,VA,2023-07-19 2023-07-20
19944,wicked movie,30700,rising,VA,2023-07-19 2023-07-20
19945,barbie movie rotten tomatoes,24450,rising,VA,2023-07-19 2023-07-20
19946,oppenheimer movie review,14950,rising,VA,2023-07-19 2023-07-20
19947,how long is the barbie movie,110,rising,VA,2023-07-19 2023-07-20
19948,barbie movie near me,90,rising,VA,2023-07-19 2023-07-20
19949,when does barbie movie come out,80,rising,VA,2023-07-19 2023-07-20
19950,sounds of freedom movie,70,rising,VA,2023-07-19 2023-07-20
19951,the flash movie,70,rising,VA,2023-07-19 2023-07-20
19952,oppenheimer movie,50,rising,VA,2023-07-19 2023-07-20
19953,barbie movie,50,rising,VA,2023-07-19 2023-07-20
19954,the barbie movie,50,rising,VA,2023-07-19 2023-07-20
19955,barbie movie,100,top,WA,2023-07-19 2023-07-20
19956,oppenheimer movie,33,top,WA,2023-07-19 2023-07-20
19957,mario movie,10,top,WA,2023-07-19 2023-07-20
19958,sound of freedom movie,9,top,WA,2023-07-19 2023-07-20
19959,barbie movie 2023,9,top,WA,2023-07-19 2023-07-20
19960,flash movie,6,top,WA,2023-07-19 2023-07-20
19961,super mario movie,5,top,WA,2023-07-19 2023-07-20
